index,class,message
1952,0,ughhh this phone sucks booty
1953,0,i will escort you to your rooms
1954,0,Kevin that mall sucks all it has enchantments
1955,0,wait no it sucks even more hc he only buying
1956,0,I suck at overpowered pvp
1957,0,you just suck at pvp bro
1958,0,koth during a restart sucks
1959,0,ahhhh my keyboard is suck
1960,0,ngl the biomes on this server suck
1961,0,so you admit you suck!
1962,0,does anyone have like a butt ton of paper???
1963,0,Long sotry short bored lookign for server found cosmosmc server gets restart lag then *poof* LunarO_o pops on and mods start telling me yo u relize that your name is lunarmoon right XD
1964,0,anyone got a butt ton of andesite
1965,0,ruly dont be suprised if i go poof again
1966,0,I have lure 7 and it still sucks
1967,0,no i suck at pvp and building (exception for statues)
1968,0,yea server still sucks since ive quit
1969,0,why is the bag on ur butt
1970,0,"in general our goverment just sucks, could be better"
1971,0,I suck u guys are op
1972,0,god this grinder sucks at the moment... spent little over 5hrs grinding to make..... 400m ... wth
1973,0,nothing june key sucks (jk)
1974,0,"thats why i dont do crates personally, my luck sum butt cheeks"
1975,0,my grinder sucks so bad rn theres no point to afk xd
1976,0,first person to write. minecraft sucks get 1m
1977,0,first person to write. minecraft sucks get 1m ollzlol is not player
1978,0,but i suck at that theme
1979,0,joey do u have a warrior chestplate my pluto one sucks
1980,0,Stay mad kid suck it
1981,0,I feel like I suck at pvp
1982,0,I suck for being java
1983,0,so technically this server sucks
1984,0,omg this bedrock control sucks.
1985,0,slim u suck u gonna get carried
1986,0,it is so weird to just be on your claim and poof a zombie spawns in front of you - lol
1987,0,"slap it with ur rod, poof, augment made"
1988,0,sg and strider spawners suck as a grinder for money lmao
1989,0,mainly cause i suck at getting coins
1990,0,must suck not having extra snowglobes
1991,0,someone get joeys butt over here
1992,0,this town sucks bc its really crowded and so many towers
1993,0,Abod ya know all monthly crate keys sucks
1994,0,l1 justs pulls it out of her butt
1995,0,so when i say my wife sucks im talking about my wifi
1996,0,it might just be my wife it sucks
1997,0,I suck at textures xd
1998,0,i got 2 mil i jus need a base or sum cuz i suck at building
1999,0,can i be the farmer i suck at building
2000,0,ahhh my butt on fire
2001,0,i uhh think i made some butt baconlol
2002,0,has anyone ever put something in their private locked chest and it poof disappeared?
2003,0,Dont go 2 ./pw shops it sucks
2004,0,u suck i woudlve killed u
2005,0,and my armor sucks for some reason
2006,0,ayo yall rich ppl sojls buy /pw RabbemEmpirebig Castle and even olden smelly butt was in it
2007,1,ima shove it up my butt and tkae it out
2008,0,Imp then how does zoomy and hendy make it till like 100 lmao its my issue that i suck at parkour
2009,0,"this server is so P2W Mods Suck ban me bish, L Bozos seeyaa L I getting banned Yezirr"
2010,1,"this server is so P2W Mods Suck ban me bish, L Bozos seeyaa L I getting banned Yezirr LLL"
2011,0,and bedrock sucks with anything that is a vehichle
2012,0,[Spooky Roddy x 1] this rod is kinda suck smh
2013,0,I suck at building so no
2014,0,yall better stay young cuz once your 18 it sucks with hospital bills and crap like that
2015,0,No ppl selling at me which sucks
2016,0,jayden its bc your bedrock and bedrock sucks
2017,1,bedrock sucks whenever there are vehichles
2018,1,bruh this sever suck evryone is men
2019,0,i suck at potions so dont ask me
2020,0,I can escort him around if needed?
2021,0,i suck at repeating tutorials
2022,0,how do yall make this crazy money cause the cactus farm kinda sucks
2023,0,oo cool busty ill be a minute
2024,0,why there is a swastika on top of my house
2025,0,why is there so much trouble with prepaid giftcards it sucks i just wanna buy things
2026,0,lunar can you make prepaid giftcards be accepted better because it sucks rn
2027,0,i hate tebex not accepting prepaid this sucks
2028,0,"there is a swastika at 0,0 tf"
2029,0,man not being able to use ur pinky while playing sucks
2030,0,also screw new prices they suck so I am selling 296 coins for 1k each
2031,0,Hey could someone escort me to Denmark?
2032,0,Could somebody escort me to denmark?
2033,0,"hey peak, ego sucks i left ur army"
2034,0,Sumo you suck at pvp
2035,0,dw koth is now ours xx
2036,0,I will have to escort you with us
2037,0,tequl im not dumb your tryin find my base go suck
2038,0,its worth 5b which sucks ;-;
2039,0,Joey now its time for redstoen which I suck at rip
2040,0,and your butt buddy ham came running xD
2041,1,Jeff ur a poopy butt
2042,0,i suck at redstone :P
2043,0,Bye bye Volt u suck LMAO
2044,1,Volt im done wt u lol u suck
2045,1,Volt stop talking u suck
2046,1,bro i have a crap sword if i kill u u suck
2047,0,gonna do it on pc it sucks on mobile
2048,0,well that sucks bc the council declred war on u guys
2049,0,man I suck at using pots
2050,0,vmuzz even john can admit u suck
2051,0,how do you make g;ass panes?
2052,0,new zealand sucks thats why
2053,0,Thunder i suck at building and i have to go
2054,0,what does a chunk hopper just suck every thing up dropped in one chunk
2055,0,bro [[NewYears Scythe] x 1] sucks
2056,1,bra where is there open ass land
2057,0,I can admit I suck at pvp so
2058,0,why does every new crate suck
2059,0,i actualy suck sm atm
2060,0,Its always suck to be assumed like that
2061,0,aw hell naw get yo butt off
2062,0,i agree so it must suck that your chicken is burnt
2063,0,"bro this sever sucks because i cant craft hoppers, i have to buy them"
2064,0,I suck at pvp fr. I never do java pvp
2065,0,[Sharp 7 x 1] honestly this sword sucks
2066,0,oh i know its suck all of the item in the chunk and then place to a chest filter and cost 10m
2067,0,that sucks and also bruh
2068,0,well it suck that nothing u can do about it
2069,0,Can i kill you i have never got a kill And my armor sucks
2070,0,Why do sell prices suck?
2071,0,How is money drop+ mystic rarity??? It sucks lol
2072,0,i suck at music chair
2073,0,I suck at building lol
2074,0,I was right next to it and then I went to do something I came back and then poof
2075,0,The Swastika is a sacred European symbol. We must NOT allow Jews to destroy our European heritage.
2076,1,The collective Jewish goal is world domination over all the non-Jews. Judaism is a sick death cult that is against you.
2077,0,now ik someone a hardcore farmer.... u NEED the [[JULY HOE] x 1]
2078,0,I suck at quick math XD
2079,0,I think lunar already said he wants to suck as much money outta the eco as he can lmao
2080,0,bru i got 2v1 and im in dimond imagine thats how u know they suck
2081,0,bruh im telling u they team when im in dimond they suck
2082,0,omg my fishing rod sucks
2083,0,yeah the discord devs suck
2084,0,same it sucks trying to type
2085,0,this game sucks nothing bc its amazing
2086,0,"""You suck at the game"" ""I was never toxic"""
2087,0,really sucks when u got chicken pox
2088,0,who wants to pvp its a win for you always because i suck
2089,0,but how do i suck up items
2090,0,I made some premade houses that suck
2091,0,"come on pp sucks now, cant even get a hit in"
2092,0,i suck at mobile parkor
2093,0,"ngl demonking your build is suck ""-"""
2094,0,can someone who sucks at pvp fight me
2095,0,"Farming is my only skill, i suck at pvp and mining"
2096,0,"im going to watch some build bc im suck at building a house ""-"""
2097,0,yeah I suck at building =(
2098,0,this price sucks for netherite ingots
2099,0,Skidllz my pingand your pink sucks
2100,1,I see 2 adult sniffers rubbing their butt  skull
2101,0,okay because i had animals go poof that i have had for months - not named
2102,0,lol - it is probaly that one that has a chest and you cast your fish rod into it - they suck
2103,1,pls help me it looks like butt i cant build
2104,0,This server sucks admins are abusive and nobody helps bruh
2105,0,my luck with pvp crate SUCKS
2106,0,The discord sucks the people are abusive
2107,0,that sucks i just got a good bass
2108,0,my zombie spawner sucks rn
2109,0,I suck at wood houses
2110,0,its a minecraft hardcore server
2111,0,not really good at hardcore
2112,0,I suck at 360 flicks
2113,0,they come out of _Le_Goose5144's butt
2114,0,they come outta gooses butt
2115,0,the new textures honestly suck
2116,0,bedrock sucks just realise u need to get a pc
2117,0,ItsMassiveWink you suck you didn't even bother to give me my money back that's what a friend you said you were. I don't want them anymore and don't ever ask me for money or emeralds or anything else
2118,0,that kinda sucks i dont think that was a hug
2119,0,my life already sucks plz
2120,1,@_lUnAr_ u ever put a match car up your butt
2121,0,this biome sucks and ok
2122,0,I suck at building villages ;-;
2123,0,"the lag sucks, i cant even break this block anymore :/"
2124,0,wsp just looking i suck at building
2125,1,tryna scam his ass :skull:
2126,0,Im a bedrock player and it sucks
2127,0,my screen says i suck
2128,0,not real josh i do xx
2129,0,i got a house irl xx u can come check it out ill show u my bedroom baby
2130,0,that suck happend at me 2times
2131,0,who built a giant swastika?
2132,1,yea or I'll come and slap you butt
2133,0,Ur gonna clap me lol my stuff sucks
2134,0,i found someone with a swastika banner
2135,0,oskar its not fun because you have better sword and i also suck at pvp
2136,0,they are used to suck anything in a chunk
2137,1,but nah that sucks man
2138,0,oh darn i suck at that
2139,0,'-' this is a suck base
2140,1,"sometimes I question my sexuality, and then I remembered I have no sexual interest and then I remember I'm Arroaace"
2141,1,the back looks suck '-'
2142,0,say i suck if i should go 2 jail for murder juke
2143,0,can i leave this sucks
2144,0,god being on mobile sucks for pvp
2145,0,xd i mean i can pvp as u can see but then using the pots bruh i suck
2146,0,ahhaha salty about a useless pick keep ur pride son xx
2147,0,I suck at pvp sprry but im ok :)
2148,0,i suck at long words
2149,0,i lowkey suck at building
2150,1,and this damn bride sucks
2151,0,Jun_0516 I suck at fishing
2152,0,"i just wanna test if you lose stuff, mainly cause i suck at pvp"
2153,0,ugh being sick sucks :I
2154,0,"builying coons 450keach, up to 2000 coins"
2155,0,_CaseTiger112928 he jus saying ur prices suck
2156,0,ah the server suck 10%
2157,0,"... well, idk which entity but good luck, also ggs for that game, that was an ez win for you cause i suck at pvp,"
2158,0,i just need bad omen once this sucks
2159,0,"fight your dad bro, i aint fightin nobody bro, i suck at pvp :("
2160,0,im gonna go play my hardcore world ill be on later bye yall
2161,0,[Spooky Rod x 1] this rod sucks
2162,0,my pronouns are USA i sexually identify as a proud AMERICAN
2163,1,jay fn stop no one cares ab you gay a55 stupid shop just stop!!
2164,0,im basically bill gates if he had a massive schlong
2165,1,selling a butt ton of enchantment books
2166,0,prison sucks for building literally'
2167,0,I'm trying I kind of suck at commands
2168,0,wow this server sucks lol
2169,0,wow you suck at grammar.
2170,0,"come to /pw shop1269 with all items instock u get votekeys, armour, ores, weapons and more xx"
2171,0,screw him he sucks at video games
2172,0,my boat is suck in carots
2173,0,and bro addmitted to making a clan to fight me must suck to wuck
2174,0,nah demons sucks lol dw
2175,0,i suck at confidence and talking
2176,0,also i suck at pvp lol
2177,0,i hate eating skittles they suck
2178,0,trading my vote coins for coons
2179,0,it was raining i was getting off the bus and sliped and other time i fell on stairs and fell om my butt and slid down
2180,0,she been working her butt oofff
2181,0,i was to yesterday but couldnt have it so sucks to suck hu
2182,0,Siz u callin bedrock users Suck?
2183,0,"clients on java are just worse mc, they make it so u have to pay or else u suck at playing game"
2184,0,new music on mc sucks
2185,0,FloppaGamer ur bedrock and suck
2186,0,why my villager are sucks
2187,0,"it was a mens peepee saying ""yiu abandoned cosmictopia reester now you gotta suck this all up"""
2188,0,Holy god this sucks make it bigger tho
2189,0,bc i suck at redstone
2190,0,i need netherite my armor is about to go poof psl
2191,0,go to /pw xx to buy a beacon
2192,0,everybody go to /pw xx is sell cheap item
2193,0,lol he did and i didnt have pots lol u suck bruh
2194,1,nah bruhv yall just suck i only had my sword on me to attack
2195,0,how do i suck thisbad
2196,0,ik lunar im sry iv been doing hardcore minecraft
2197,1,anybody wanna suck me off
2198,0,everybody go to /pw xx
2199,0,lol puff and viroo definitely suck ewchother off
2200,0,all versions above 1.7 suck
2201,0,thanos stop suck on ur thumb u big baby cauze bruh u pickin on kids who just happen to be my freind is not cool
2202,1,sucks to be u but your a bully
2203,0,i officially declare that i suck
2204,1,Go tell naar he sucks
2205,0,i still suck or nah?
2206,0,all the vote sites suck
2207,0,pvp sucks in general for me
2208,0,just easier cause keyboards suck
2209,0,BRO i just died in my hardcore world
2210,1,no new zealand sucks b####
2211,0,selling netherite at /pw xx
2212,0,selling netherite beacon at /pw xx
2213,1,get bloom first she butt at pvp
2214,0,bro my cat is sick man thats sucks rlly
2215,0,damnn neplu e thats sucks too
2216,0,then butt load of wood
2217,0,ai gave me an unwanted brazilian butt lift
2218,0,cause i suck either way
2219,0,of sucks and not sucks
2220,0,lunar factions sucks i placed a crate key pouch
2221,0,plus this resource world resets every month and your stuff would have went poof
2222,0,bros building name reminds me of swastika
2223,1,im now in the swastika empire
2224,1,Swastika empire -> X German Federation-> O
2225,0,use carrd not wix wix sucks
2226,1,sucks to be u then ig
2227,0,just sucks it in the desert so i cant just build wand the sand up to ground level
2228,0,lol bro i told u i suck
2229,0,antichets suck doesnt ban fly hacker but ban me for spam clking
2230,0,why try to pvp me when your armor sucks
2231,1,anyone???? wanna suck my pp
2232,1,Anyone? wanna SUCK my pp
2233,0,zom sucks at pvp sam cliker
2234,1,you guys suck no i suck
2235,0,i actually suck when i have thorns 3 on my gear
2236,1,he sucks the letter a bro
2237,0,bored sucks m'y parents are still still still
2238,0,"factions sucks, i placed a key pouch onto a tree"
2239,0,"throw the items u need into a filled cauldron, slap it w ur rod, poof, augment made"
2240,0,sucks i cant build wand sand
2241,0,get some coons and buy that mey pack
2242,0,i suck at making houses
2243,0,oh no my spelling sucks
2244,1,u suck bigger balls reester
2245,0,Sukode Is SUck On DEez nuts
2246,1,only 124 damn i suck
2247,1,my screen isnt loading yet lmaoooo all i see is sky my wifi butt
2248,0,this is what swastika people wanted :)
2249,0,does anyone have some spear money cause ur gal AandC43 is a bit broke atm xx
2250,0,Volke get ur butt in here
2251,0,sucks [[♡ CUPID AXE ♡ ] x 1]
2252,0,only vote crate sucks in reality
2253,0,GG_Platinum no all crates suck
2254,0,GG_Platinum all crates suck expect august.
2255,1,you suck fortnitepro how about you go spend your time elsewhere if you dont like it here
2256,0,no you def said all crates suck and are p2w
2257,0,"i said all crates suck expect august crate, that one doesn't"
2258,0,when i said vote crates suck you said all crates suck
2259,0,i said all crates suck expect august :P
2260,0,you originally said all crates suck
2261,1,big chuncky big boobs man
2262,0,"bro, im suck ar pvp lol"
2263,0,why would anyone play on this 5HIT hole of a server
2264,0,Items don't just go poof.
2265,0,i mean items can just go poof from glitches or throwing them into a cactus or lava
2266,0,who can break a block of bedrock for me? i have the materials i just suck at breaking bedrokc
2267,0,who can break a block of bedrock for me? i had the materials i just suck at breaking bedrokc
2268,0,ok thats going to take a Long time tho seince my luck sucks
2269,0,ok butt i want my head tho
2270,1,i am chill bro catonicmoss youu suck
2271,0,i suck at doing stuff
2272,0,dang serpent i was looking at your stuff and it went poof
2273,1,fel i suck at parkour but ill try
2274,0,yall suck at the game
2275,0,just hoping you wont get infinite block cuz they suck
2276,0,germany is the best county only tüv sucks lol
2277,0,chunk hopper will suck it over there
2278,0,i suck at mobile pvl :cries:
2279,1,The new pokemon sucks Ash child
2280,0,"i suck at pvp bro, dont got no good swords"
2281,0,Bruh If no one sells pots that sucks
2282,0,I suck at teaching others ;-;
2283,0,i suck at jokes right? bh Rn
2284,0,soemone doing x x xxx
2285,0,im grinding my butt off
2286,0,wish i had petals butt yup its done :)
2287,0,officially i cant say butt ay you have TGR merch yk :)
2288,0,honestly shy I just suck at aiming
2289,0,[[Grinder Sword I] x 1] pvping with this sucks xd
2290,0,i dont cuz anime sucks
2291,0,thatl suck up my moneys ;-;
2292,0,i like to not suck pps
2293,0,nobody likes school school sucks
2294,0,shy your house sucks fr
2295,0,bedrock sucks compared to java
2296,0,[[♡ CUPID AXE ♡] x 1] this suck wood sword better then this lmao
2297,0,bloom build butt make airport better lmao
2298,0,when i did that its butt
2299,0,bc u suck at pvp so ur hiding.
2300,0,no this gam ejust suck
2301,0,she can finish this for being a butt head
2302,0,huh someone dug a swastika
2303,0,./map you have to go to a website it sucks
2304,0,"throw the items into a filled cauldron, slap it w ur rod, poof, augment made"
2305,0,do /pw cauldron Xx goner
2306,0,xx goner how muc you need
2307,0,you suck variuos q cu
2308,0,[Vampire Fish x 27] sucks
2309,0,so i suck at pvp again
2310,0,butt sure if u have one
2311,0,i dont have 5 xx 5 x 5 or 3 x 3 x 3
2312,0,butt if you remember what you mean
2313,0,bruh sucks just give me 200k
2314,0,Did He Do Butt Blast August
2315,0,scenario: you left cosmos. you ended up finding a wormhole thats starting to suck the ship. what to do? run away on the road of universes or accept your fate
2316,0,alden Get ur butt down lop
2317,0,i suck at life lunar
2318,0,our plot sucks and the server sucks
2319,0,i suck at everything i do blooms
2320,0,i suck at life julia
2321,0,ik it sucks you cant kill these kids
2322,0,cqn someone pls tp to me to help me build cuz i suck at building
2323,0,Cosmic A chank hopper sucks all the blocks out of a chank for you!
2324,0,yo survival koth looking better then here atm this lag sucks
2325,0,butt i sed how i sell
2326,0,yeee some are for pvp butt
2327,0,tps sucks and chat is very delayed :cries:
2328,0,Lag reboots only goes for like 10 mind and poof non lag is gone it doesnt exist anymore
2329,0,Sucks without the daily key
2330,0,"Well sucks, you wont get the first prize"
2331,0,I suck at pvp so im not gonna be there
2332,0,I suck at pvp but im trying to get better
2333,0,i suck at pvp but i accept that fact
2334,0,i still have the mong
2335,0,axe sucks so i dont keep axe on me
2336,0,my chunk hopper sucks all rods i fish up
2337,1,"coach stop sookin bc u suck, im on badlion"
2338,1,timothy jenkins you still need youre butt pills -mom xx
2339,0,that op but my aim sucks
2340,0,xX u probably forgot underscore when i wrote ur name
2341,1,Lgbtq sucks ur my friend bcs u have a good name
2342,1,lgbtq sucks yes i am from india
2343,0,why does this suck so much
2344,0,if i ever play hardcore cheats will be in
2345,0,LunarMoon take some items my Phone Get sucks At Hopperd time even that was my first event in cosmosmc :cries:
2346,0,[[SUPER BONEMEAL] x 1] this thing sucks
2347,0,LunarMoon i can get the event for one time again cus i my device sucks while so many players to close
2348,0,xd i just logged on i suck atm
2349,0,what you mean you suck
2350,0,idk how to make a trapdoor and i suck at building because i never do it
2351,0,I suck at building XD
2352,0,sucks you cant waterlog it
2353,0,Ill pay 64 diamonds for you to suck on these beans zerorock
2354,0,Suck up all items in a chunk
2355,0,i suck at it my aim is bad
2356,0,Septiva sucks at pvp mac10
2357,0,can you build me a hoem i suck
2358,0,i just suck at building
2359,0,much better with mouse trackpad sucks
2360,1,no sexual stuff in public chat
2361,1,u just did sexual language in chat
2362,0,you suck without kb :skull:
2363,0,JohnnyRedSkull u just suck man hate to break the news
2364,0,help she good builfer me butt at building
2365,0,Awe man that sucks fr
2366,0,butt but all the other builders have one ;-;
2367,0,gotta admit custom hoes kinda suck
2368,0,and I suck at pvp ._.
2369,0,this game suck i quoiat
2370,0,alif should i sell unitedsands cuz it frickin sucks
2371,0,im suck in hub and i cant see the tp npc
2372,0,"[""ReAcH"" x 1] suck it up princess"
2373,0,_DoomRatchet2345 that sucks but casinos are banned
2374,0,and i was laughing my butt off seeing a bunch of floating heads
2375,0,i need a hairy a2$ filled with c@m so i can creampie in my v.gina
2376,0,It sucks bc i trusted reester the most.
2377,1,"but reester thiught you were quitting, damn that sucks. hopefully you get your stuff back"
2378,0,Im watching bc i suck
2379,0,"oh man that sucks lol, imagine my disappointment"
2380,0,I suck at fishing :(
2381,0,minecraft updates suck now unlike before
2382,0,hmm I suck with names lol
2383,0,Ur just a monke Coach U suck
2384,1,I kicked a guy out his wheelchair lil negro
2385,1,shaking my butt in your face and
2386,1,thomass someone called my tag stupid and they also said he is rubbing his butt in my face
2387,0,survival sucks +i have no gear
2388,0,Lilttlejoe im suck your land can u help pls
2389,0,the shulker box is almost impossible on bedrock plus i suck at them
2390,1,i would tell them to suck there nans toes
2391,0,i mean be fr now hes tellin u to suck someones toes as a insult
2392,0,shy is gone xx ur gonndr
2393,0,[butt x 16] wtf julia
2394,0,Haha just came back and see red stained g'ass Alden
2395,0,Ok and ur still suck at pvp i got 4 of yours :0
2396,0,Xx ill give u free head
2397,1,does saying bypassing count as byp-ass-ing
2398,0,ohh thats why it sucks
2399,1,Top 1 Sexuality in the world
2400,0,optifine is allowed BUT it sucks
2401,0,chat sucks all the time
2402,1,siz it sounds cool but looks like ass
2403,0,Where they suck up to girls
2404,0,hey dream could you escort Julia to a seat?
2405,1,imma be fishing in yo nannies panties
2406,0,i used to suck at building too idk maybe my brain got more wrinkles cause now im pretty good at building if i do say so myself
2407,0,idk what i'm doing i suck at this
2408,0,had a chunk of skin taken outta my finger. typing sucks now
2409,0,"i know whats the problem, all the chunk hoppers suck loot even the ones that are not allowed and sell them so i lost like 2m in money"
2410,0,xX i want to join also a town
2411,0,I aint doing most base entropy that 1 sucks
2412,0,sucks that i couldnt get my items back smh
2413,0,im lost at sea this sucks
2414,0,"Guys do not search ""NSFW"" on google"
2415,0,tiktok sucks stop spending your freetime scrolling
2416,0,these 2yr old tryna insult me even thought they suck at it
2417,0,yet they are trying to even if they suck at it
2418,1,what are boobs im a visual learner btw
2419,0,Factions suck they taken all the pvper:<
2420,0,spawnees suck fishing is op
2421,0,does that mean you suck a little less?
2422,0,prob and i suck at pvp
2423,0,"slap it w ur fish rod, poof, augment made"
2424,0,Im suck in a hole cant  get out
2425,0,Im suck in a hole cant  get out someone land
2426,0,Im suck in a hole cant  get out someone land Help
2427,0,i'm lagging my butt off
2428,0,dang bedrock sucks like it took me ages to put on a resource pack ._.
2429,0,bedrock sucks i cant believe u cant click off the game without it kicking u fgrom server
2430,0,ima go over there and beat your butt if you say smt again
2431,0,i suck without speed xD
2432,0,The gameplay here sucks bruh to much lag
2433,0,nuh uh i suck i joined yesterday
2434,0,wings suck unless on u
2435,0,this game sucks i opend a 4 crates and got nothing!!!1
2436,0,really sucks when someone claims over ur sethome
2437,0,ork my sword sucks so does my armor
2438,1,oh damn my render distance sucks
2439,0,Cacnt pvp we you on my butt
2440,0,Building massive w for me because i suck at pvp
2441,1,_FireyWound00 u just suck man
2442,0,Kenny ik i suck thats why i ran
2443,0,why is there a swastika in russia
2444,0,having every item to be mega ..... kinda sucks
2445,0,i suck at earning money xd ;-;
2446,0,does any one know how to set up a shop xx
2447,0,but dont be like cavegawblin or some others who spend their lifexsavings on coons
2448,0,"roblo sucks, only the players creations are good"
2449,0,and whoever says it is bad sucks
2450,0,a hopper that can suck up anything in a chunk (atleast thats what i thought was it)
2451,0,Cookies on top all other Foods suck!
2452,0,Ok imma work my butt of to get that 5M
2453,0,Cookies on top all other Foods suck
2454,0,i have to admit i suck at pvp
2455,0,i still stand by you suck a pvp serpent
2456,0,i got rtped to the same place 3 times now this rtp system sucks
2457,0,i still suck at 1.8 pit
2458,0,why do i suck at this today
2459,0,i suck at this but i love it
2460,0,even tho my town is failing cuz it frickin sucks
2461,0,i suck at mining out things ngl xd
2462,0,switch typing sucks ngl xd
2463,0,even if i suck at everything
2464,0,your mind is dirty jun. You know u read that as butt crack.
2465,0,nvm i suck at pvp XD
2466,1,ALL nude fist fight till dye
2467,0,god i suck at building
2468,0,i would suck dreams ballz
2469,0,my typing sucks nowadays xd
2470,0,i suck i just wanna see ho2 much damage ur sword does aga9 celestial Armour
2471,0,nah I suck at pvp ngl
2472,0,or does it poof away forever
2473,0,sep. it sucks without armor
2474,0,can someone please give me a netherite sword i only got a diamond one that sucks please
2475,0,"you do nothing, they suck"
2476,0,"overall, i suck anyway cuz consle :I"
2477,0,galaxy crates gonna kinda suck
2478,0,if ur inv was full the pouch will poof
2479,0,cuz i suck at remembering lyrics
2480,0,garl snarl goobie doobie corn torn shouble nouble dipple nipple
2481,0,+ king aug suck on grindder sword
2482,1,"oh damn, building is gonna suck ahahah"
2483,0,Xx can i buy your blaze spawner for 2mil
2484,0,@_nrqueenx you suck at pvp 1v1 me in wild rn
2485,0,I suck at pvp aswell
2486,0,add romanchiswell for a big hairy nude
2487,0,sorrry i wanna open it xx
2488,0,somone said suck me sideways :amongus:
2489,0,Shan69 that sucks i thought u was abt getting keys
2490,0,also got no lures rn so crab sucks
2491,0,He keeps answering you Spunk
2492,0,"Ik it sucks, but im working"
2493,1,suck your obese mother you gimpy jew
2494,0,"Im so done, i might quit, my armor sucks, im poor asf, and everytime i ever get money its so little i cant do anything"
2495,0,oh pvp i suck at pvp
2496,0,soundcloud still sucks on mobile
2497,1,Yes i was wondering if i could eat butt im sorry for being intamatley active
2498,0,"imma start a clan called USSR with our only goal being world domination, wanna join"
2499,0,i know thats why it sucks if you do t get it
2500,0,it sucks compared to reg armor
2501,0,bro wifi sucks for me
2502,0,everything is like macos which sucks
2503,0,bro prime sucks i just had my first
2504,0,im buying coons do /trade _njpop 500k per!
2505,0,do /trade _njpop im buying coons 500k each!
2506,0,bedrock sucks with gui scale
2507,0,but asus sucks and itll void warranty
2508,0,my Lord some1 is raping
2509,0,this game sucks i cant move or do anything
2510,0,This games Sucks i Cant do anything
2511,0,they killed _Doglover9984 And went poof
2512,0,cause like it really sucks
2513,0,i suck at building ._.
2514,0,man this sucks how was that claim still on realestate .-.
2515,0,bruh it sucks not being able to see where you are on the mpa
2516,0,Xx is cheating he hit me out of pvp spawn
2517,0,Help im suck in McDonald's
2518,0,who needs a butt load of prismarine shards?
2519,0,cobra not to be rude you suck at building
2520,0,cobra doesnt suck at building
2521,0,bruh i rebuilt the entire world on hardcore ;-;
2522,0,This server needs a hardcore server
2523,0,_Jayden2272 you're paying someone else 2b to build an island for you and you say my island sucks?
2524,0,cuz pvping on a console sucks fr
2525,0,Shan witout potions u suck lol
2526,0,you suck without egap egap user :kekw:
2527,0,huh u cant even sell spawners except silverfish ravanger and warden ones that sucks
2528,0,ugh.. grindersword sucks with augs lol
2529,0,ima just leave this game it honestly sucks i cant build anywhere bc its already claimed
2530,0,Lunar pls suck my wood
2531,1,Damn i suck at pvp..
2532,0,I suck at it anyways
2533,0,Bennett sound like he sucks his cousins toes
2534,0,he can 4.5 crit poof a good pvper
2535,0,man it sucks to see what happened to my builds rip
2536,0,grinder sword with king aug sucks
2537,1,18 naked cowboys in theshowers at Ram Ranch!Big hard throbbing c*ckswanting to be sucked!18 naked cowboys wanting to be f*cked!Cowboys in the showers at Ram Ranch!On their knees wantingto suck cowboy c*cks!Ram Ranch really rocks![Verse 2]Hot hard buff cowb
2538,0,WarChild354 you suck just all you do speed 2 and move wont even fight
2539,0,ugh my works monitor sucks
2540,0,it sucks itll hide everything
2541,1,shut tr up or i will beat ur butt in rl
2542,0,i jumped crit goose and i poof
2543,0,phone sucks i need a controller someone ship me w controler
2544,0,shy sep armor sucks rn
2545,0,u guys suck at making a line
2546,0,lil nut your base sucks
2547,0,yea lol i suck at pvp :(
2548,0,no the kb on sep armor suck
2549,0,controlling tractors on mobile sucks
2550,0,broo suck your mouth up
2551,0,lol ok my sword sucks lol
2552,0,oh mind if i snatch em? lol
2553,0,tebex sucks lunar wont ifx
2554,0,uhh they are allowed... they just suck
2555,0,i have an auto amy farm not eff at all sucks but
2556,1,did u stick it up ur butt
2557,1,@pineapplelobst shes dead so suck one koon
2558,0,i just dont want xx to catch up
2559,0,bedrock suck with pots on 100 ms
2560,0,kids admit you suck already
2561,0,sorry guys im handling a pain in the butt rn
2562,0,fatboi come suck some points rq
2563,0,How do i make a lot of money fishing sucks
2564,0,bedrock players just suck at pvp llo
2565,0,[PVP x 1] using the same sword as yall suck it up
2566,0,inf void sucks water and laver no limit
2567,0,crit chain sucks with kb
2568,0,it sucks so bad thatnwe cant builder wand slabs
2569,0,my sward sucks lol its just sharp 5 @benenfr
2570,0,if u wana beat me u just gota rush into me my aim sucks im only good at combos
2571,0,u just rly want to be such a xxx
2572,0,that sucks i have so many buildings that use it
2573,0,im never doing hardcore again
2574,0,Can somebody let me out im suck
2575,0,My dog is humping me gn
2576,0,nas u hack cuz u suck
2577,0,but i suck at spheres
2578,0,sucks when people 1 star bomb it cuz u downvote their suggestions
2579,0,sucks can't sell the obsidian blocks
2580,0,wow my location here suck more than irl
2581,0,"joker, find me or suck me"
2582,0,"Okay, I keep stopping, nvm, it does suck."
2583,0,when log back on imma grind sword levels hardcore
2584,0,i got 1.2k coons and1b
2585,0,nascar you would kick my butt
2586,0,expt maybe xx he here fr idk
2587,0,yea that player did get scammed hardcore
2588,0,"this ""cheap shop"" sucks wheres the actual store"
2589,0,Bruh u so butt hurt u had so many gaps
2590,0,i suck when fighting kb 2
2591,0,crab cooker sucks rn :/
2592,0,dude im on lunar client and u even know it im not reaching shut up and suck it up ur bad
